tables_involved,column_names,alias_column_name,source_or_derived,derived_column_logic,column_datatype,extra,comment
hive.cdo.fact_upi_transactions_snapshot_v3,amount,amount,source,,double,,
hive.cdo.fact_upi_transactions_snapshot_v3,category,category,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,channel,channel,source,,,,
hive.cdo.fact_upi_transactions_snapshot_v3,cust_id,cust_id,source,,,,
hive.cdo.fact_upi_transactions_snapshot_v3,customer_id,customer_id,source,,,,
hive.cdo.fact_upi_transactions_snapshot_v3,customer_id_payer,customer_id_payer,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,dt,dt,source,,,,
hive.cdo.fact_upi_transactions_snapshot_v3,flow_category,flow_category,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,online_merchant_name,online_merchant_name,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,payee_vpa,payee_vpa,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,payer_handle,payer_handle,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,status,status,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,transaction_date_key,transaction_date_key,source,,date,,
hive.cdo.fact_upi_transactions_snapshot_v3,transaction_type,transaction_type,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,txn_date,txn_date,source,,,,
hive.cdo.fact_upi_transactions_snapshot_v3,txn_id,txn_id,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,txn_timestamp,txn_timestamp,source,,timestamp(3),,
hive.cdo.fact_upi_transactions_snapshot_v3,user_type,user_type,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,LMTD_New_Users,LMTD_New_Users,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,LMTD_React2Mplus_Users,LMTD_React2Mplus_Users,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,MTD_New_Users,MTD_New_Users,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,MTD_React2Mplus_Users,MTD_React2Mplus_Users,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,amount,amount,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,category,category,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,channel,channel,source,,varchar(44),,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,cust_id,cust_id,source,,varchar,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,customer_id,customer_id,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,customer_id_payer,customer_id_payer,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,day_id,day_id,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,dt,dt,source,,date,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,final_category,final_category,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,flow_category,flow_category,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,online_merchant_name,online_merchant_name,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,payee_vpa,payee_vpa,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,payer_cust_id,payer_cust_id,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,payer_handle,payer_handle,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,paytm_user_type,paytm_user_type,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,period,period,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,status,status,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,transaction_date_key,transaction_date_key,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,transaction_type,transaction_type,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,txn_date,txn_date,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,txn_id,txn_id,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,txn_timestamp,txn_timestamp,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online,user_type,user_type,source,,varchar(11),,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online_cm,LMTD_New_Users,LMTD_New_Users,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online_cm,LMTD_React2Mplus_Users,LMTD_React2Mplus_Users,source,,,,
hive.user_paytm_payments.ft_base_with_mapping_raw_rolling_nrr_with_online_cm,MTD_New_Users,MTD_New_Users,source,,,,
