tables_involved,column_names,alias_column_name,source_or_derived,derived_column_logic,column_datatype,extra,comment
hive.cdo.fact_upi_transactions_snapshot_v3,7d_avg_DAU,7d avg DAU,derived,"sum(""7d_avg_DAU"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,7d_avg_gmv,7d avg Gmv,derived,"sum(""7d_avg_gmv"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,7d_avg_nr,7d avg NR,derived,"sum(""7d_avg_nr"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,7d_avg_txns,7d avg Txns,derived,"sum(""7d_avg_txns"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,LMTD_gmv,LMTD Gmv,derived,"sum(""LMTD_gmv"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,LMTD_mau,LMTD MAU,derived,"sum(""LMTD_mau"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,LMTD_nr,LMTD NR,derived,"sum(""LMTD_nr"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,LMTD_txns,LMTD Txns,derived,"sum(""LMTD_txns"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,MTD_gmv,MTD GMV,derived,"sum(""MTD_gmv"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,MTD_gmv,MTD Gmv Growth,derived,avg(MTD_gmv)/avg(LMTD_gmv) -1,,,
hive.cdo.fact_upi_transactions_snapshot_v3,MTD_mau,MTD MAU,derived,"sum(""MTD_mau"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,MTD_mau,MTD MAU Growth,derived,AVG(MTD_mau)/AVG(LMTD_mau) - 1,,,
hive.cdo.fact_upi_transactions_snapshot_v3,MTD_nr,MTD NR,derived,"sum(""MTD_nr"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,MTD_nr,MTD NR Grwoth,derived,avg(MTD_nr)/avg(LMTD_nr) - 1,,,
hive.cdo.fact_upi_transactions_snapshot_v3,MTD_txns,MTD Txn _Growth,derived,avg(MTD_txns)/avg(LMTD_txns)-1,,,
hive.cdo.fact_upi_transactions_snapshot_v3,MTD_txns,MTD Txns,derived,"sum(""MTD_txns"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,Yday_DAU,Yday DAU,derived,"sum(""Yday_DAU"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,Yday_DAU,Yday DAU Growth,derived,"AVG(Yday_DAU)/AVG(""7d_avg_DAU"") - 1",,,
hive.cdo.fact_upi_transactions_snapshot_v3,Yday_gmv,Yday Gmv Growth,derived,"avg(Yday_gmv)/avg(""7d_avg_gmv"") - 1",,,
hive.cdo.fact_upi_transactions_snapshot_v3,Yday_gmv,yday Gmv,derived,"sum(""Yday_gmv"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,Yday_nr,Yday NR,derived,"sum(""Yday_nr"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,Yday_nr,Yday NR Growth,derived,"avg(yday_nr)/avg(""7d_avg_nr"")- 1",,,
hive.cdo.fact_upi_transactions_snapshot_v3,Yday_txns,Yday Txn Growth,derived,"avg(Yday_txns)/avg(""7d_avg_txns"") - 1",,,
hive.cdo.fact_upi_transactions_snapshot_v3,Yday_txns,yday txns,derived,"sum(""Yday_txns"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,amount,amount,source,,double,,
hive.cdo.fact_upi_transactions_snapshot_v3,amount,gmv,derived,sum(cast (amount as double)),double,,
hive.cdo.fact_upi_transactions_snapshot_v3,category,category,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,channel,channel,source,,,,
hive.cdo.fact_upi_transactions_snapshot_v3,cust_id,cust_id,source,,,,
hive.cdo.fact_upi_transactions_snapshot_v3,customer_id,NR,derived,count(distinct case when a.rn_ft = 1 and b.customer_id is not null then a.customer_id end),,,
hive.cdo.fact_upi_transactions_snapshot_v3,customer_id,React,derived,count(distinct case when a.rn_ft = 1 and b.user_type = 'React_2M+' then a.customer_id end),,,
hive.cdo.fact_upi_transactions_snapshot_v3,customer_id,customer_id,source,,,,
hive.cdo.fact_upi_transactions_snapshot_v3,customer_id,dau,derived,count(distinct a.customer_id),,,
hive.cdo.fact_upi_transactions_snapshot_v3,customer_id,mau,derived,count(distinct case when a.rn_mau = 1 then a.customer_id end),,,
