tables_involved,column_names,alias_column_name,source_or_derived,derived_column_logic,column_datatype,extra,comment
hive.cdo.fact_upi_transactions_snapshot_v3,amount,amount,source,,double,,
hive.cdo.fact_upi_transactions_snapshot_v3,app_resp_code,app_resp_code,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,category,category,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,customer_id_payer,customer_id_payer,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,customer_id_payer,payer_cust_id,derived,customer_id_payer,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,dl_last_updated,dl_last_updated,source,,date,,
hive.cdo.fact_upi_transactions_snapshot_v3,flow_category,final_Category,derived,"CASE WHEN flow_category IN ('P2P') THEN 'P2P' WHEN flow_category IN ('3P QR', 'Paytm QR') THEN 'SnP' WHEN flow_category IN ('Intent', 'P2M Collect','Mandate_Online') THEN 'Online' WHEN flow_category IN ('Onus_ExcMandates','Mandate_Onus') THEN 'Onus' ELSE 'Others' END",varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,flow_category,flow_category,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,npci_resp_code,npci_resp_code,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,payee_bank_name,payee_bank_name,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,payee_handle,payee_handle,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,payer_account_type,payer_account_type,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,payer_bank_name,payer_bank_name,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,payer_handle,payer_handle,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,purpose_code,purpose_code,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,status,status,source,,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,status,success_Txns,derived,case when status ='SUCCESS' then txn_id end,varchar,,
hive.cdo.fact_upi_transactions_snapshot_v3,total_L7D_failures,Last 7 Day avg,derived,"sum(""total_L7D_failures"")",,,
hive.cdo.fact_upi_transactions_snapshot_v3,total_yest_failures,% Change(Yest vs L7D Avg),derived,(sum(total_yest_failures*1.0000)/sum(total_L7D_failures*1.000) -1),,,
hive.cdo.fact_upi_transactions_snapshot_v3,total_yest_failures,Yesterday's Failure,derived,sum(total_yest_failures),,,
hive.cdo.fact_upi_transactions_snapshot_v3,transaction_date_key,transaction_date_key,source,,date,,
hive.cdo.fact_upi_transactions_snapshot_v3,transaction_type,transaction_type,source,,varchar,,
