table_name,column_name,variable_type,column_description,required_flag
hive.switch.txn_info_snapshot_v3,Error_code,,"Represents the specific error code associated with failed transactions in the payment system. This column is used to categorize and track different types of transaction failures for monitoring and analysis purposes, enabling identification of error patterns and failure trends across different banks and time periods.",no
hive.switch.txn_info_snapshot_v3,account_type,,"This column categorizes payment transactions into different account or business types (such as MANDATE, P2P, Paytm QR, 3P QR, P2M Collect, Intent) based on transaction characteristics like category, channel, and initiation mode. It is used to segment success rate analysis across different payment methods and account types in the transaction processing system.",no
hive.switch.txn_info_snapshot_v3,amount,"decimal(10,2)","Represents the monetary value of each transaction in the payment system, stored as a decimal with 2 decimal places for currency precision. This column is used alongside transaction status and other attributes to analyze payment volumes and success rates across different transaction types and channels.",no
hive.switch.txn_info_snapshot_v3,app_resp_code,varchar,"Application response code indicating the reason for transaction failure or success, used primarily for error tracking and failure analysis across different banks and time periods. This varchar field stores standardized codes that help categorize and monitor transaction outcomes for operational reporting.",no
hive.switch.txn_info_snapshot_v3,bank_code,,A standardized code representing banking system error or response codes used to categorize and track transaction failures or statuses in payment processing systems. This column is primarily used for monitoring transaction error patterns and calculating failure growth metrics across different time periods.,no
hive.switch.txn_info_snapshot_v3,business_type,varchar,"Specifies the type of UPI business transaction, with 'MANDATE' indicating recurring payment mandates and null or other values typically representing standard peer-to-peer or merchant transactions. This field is used to categorize and route different types of payment flows in the UPI ecosystem.",no
hive.switch.txn_info_snapshot_v3,category,varchar,"Categorizes the type of payment transaction (e.g., VPA2MERCHANT, VPA2VPA, VPA2ACCOUNT) used for business logic classification and failure analysis in payment processing systems. This field helps distinguish between different payment flows like peer-to-peer transfers, merchant payments, and account transfers for operational monitoring and error tracking.",no
hive.switch.txn_info_snapshot_v3,channel_code,varchar,"A varchar field that identifies the payment channel or platform through which a transaction was initiated, used to categorize transactions into different business segments like Paytm QR, 3P QR, Intent payments, etc. This column is essential for channel-wise success rate analysis and transaction categorization in payment processing workflows.",no
hive.switch.txn_info_snapshot_v3,created_on,timestamp(3),"Timestamp indicating when a transaction record was created in the system, used for time-based filtering and comparative analysis of transaction failures across different time periods. This column enables day-over-day and hour-over-hour comparisons for monitoring transaction error patterns and calculating failure growth rates.",yes
hive.switch.txn_info_snapshot_v3,dl_last_updated,date,"This date column tracks when each record in the transaction snapshot was last updated by the data pipeline, serving as an audit timestamp to ensure data freshness for time-sensitive transaction failure monitoring and day-over-day comparison reports.",yes
hive.switch.txn_info_snapshot_v3,error_code,,"Represents the error code associated with transaction processing outcomes, used to categorize transaction status and calculate success rates in payment processing analytics. This field helps identify specific failure reasons or indicates successful transaction completion.",no
hive.switch.txn_info_snapshot_v3,extended_info,varchar,"A JSON varchar field containing extended transaction metadata, primarily used to store the initiationMode and other supplementary information that helps categorize payment transactions into specific business types like QR payments and Intent payments.",no
hive.switch.txn_info_snapshot_v3,handle,,"A transaction categorization identifier used to classify UPI transactions into different business types (P2P, P2M Collect, QR payments, Intent, Mandate, etc.) based on transaction attributes like category, channel, and initiation mode for success rate analysis and reporting.",no
hive.switch.txn_info_snapshot_v3,merchant_vpa,,"The merchant_vpa column stores the Virtual Payment Address (VPA) of the merchant involved in the transaction, used primarily for tracking and analyzing payment failures and error codes associated with specific merchant payment endpoints.",no
hive.switch.txn_info_snapshot_v3,npci_resp_code,varchar,"Stores the response code returned by NPCI (National Payments Corporation of India) for UPI payment transactions, indicating the outcome or status of transaction processing at the network level. This code is used in conjunction with application response codes to determine overall transaction success rates and categorize transaction results.",no
hive.switch.txn_info_snapshot_v3,participant_type,,"Categorizes transaction participants into business types such as MANDATE, P2P (peer-to-peer), Paytm QR, 3P QR, P2M Collect, and Intent based on transaction category, business type, channel code, and initiation mode. This classification is used for transaction segmentation and success rate analysis across different participant categories.",no
hive.switch.txn_info_snapshot_v3,payee_vpa,,"Virtual Payment Address (VPA) of the payee/recipient in UPI transactions, used to identify the destination account for payment processing and success rate analysis across different transaction categories like P2P, P2M, and QR payments.",no
hive.switch.txn_info_snapshot_v3,payer_handle,,"The handle portion of the payer's UPI (Unified Payments Interface) identifier, representing the payment service provider or app (e.g., @paytm, @googlepay) through which the transaction was initiated. This field is used in UPI transaction monitoring and success rate analysis to track performance by different payment platforms.",no
hive.switch.txn_info_snapshot_v3,psp_handle,varchar,"The PSP (Payment Service Provider) handle portion of the payer's UPI virtual payment address, used to identify which payment service provider the payer is using for UPI transactions. This field is primarily used in failure analysis to track and compare transaction failure rates across different PSP handles.",no
hive.switch.txn_info_snapshot_v3,scope_cust_id,,A customer identifier used to scope transaction analysis to specific customer segments or business scopes within the transaction processing system. This column enables filtering and segmentation of transaction data for success rate calculations and performance monitoring across different customer categories.,yes
hive.switch.txn_info_snapshot_v3,status,varchar,"Indicates the current status of a transaction, with values like 'SUCCESS', 'DEEMED', and various failure states, used primarily to categorize and monitor transaction outcomes in payment processing systems. The column enables tracking of failure rates and success metrics across different time periods for operational monitoring.",no
hive.switch.txn_info_snapshot_v3,txn_id,varchar,"Unique identifier for individual transactions in the transaction information snapshot table, used primarily for counting and aggregating transaction volumes when analyzing failure rates and trends across different time periods and banking institutions.",yes
hive.switch.txn_info_snapshot_v3,type,varchar,"The transaction type indicator that specifies whether a UPI transaction is a 'PAY' (direct payment) or 'COLLECT' (payment request) transaction, used for categorizing transactions into business segments and calculating success rates across different transaction initiation methods.",no
hive.switch.txn_info_snapshot_v3,vpa,,"Virtual Payment Address (VPA) used in UPI transactions to identify payment endpoints. This column stores the virtual address identifiers that are used to categorize and analyze transaction patterns, particularly for error tracking and failure analysis across different payment channels like P2P, merchant payments, and mandate transactions.",no
hive.switch.txn_participants_snapshot_v3,account_type,varchar,"A categorical field that classifies UPI transactions into business-specific account types such as P2P, P2M Collect, Paytm QR, 3P QR, Intent, and Mandate based on transaction attributes like category, business type, channel code, and initiation mode. This classification is used for segmented success rate analysis and transaction trend reporting in the UPI payment system.",no
hive.switch.txn_participants_snapshot_v3,amount,"decimal(10,2)","Represents the monetary amount of a transaction with 2 decimal precision, used in financial analytics to track transaction values across different time periods and failure analysis scenarios. This field enables comparison of transaction amounts between current and previous periods for identifying growth patterns and trends in payment processing.",no
hive.switch.txn_participants_snapshot_v3,app_resp_code,,"Application response code that indicates the outcome or status of payment transactions, used in conjunction with NPCI response codes and transaction status to calculate success rates and categorize transaction results across different payment channels and business types.",no
hive.switch.txn_participants_snapshot_v3,bank_code,varchar,"A varchar field that stores the unique identifier code for banks or financial institutions participating in payment transactions, primarily used for tracking and analyzing transaction failures and error patterns across different banking partners.",no
hive.switch.txn_participants_snapshot_v3,business_type,,"A classification field that indicates the type of business transaction, primarily used to identify MANDATE transactions and distinguish them from other payment types like P2P and merchant transactions. This column is key for categorizing transaction flows and calculating success rates across different business transaction types.",no
hive.switch.txn_participants_snapshot_v3,category,,"Represents the fundamental transaction category for UPI payments, containing values like 'VPA2MERCHANT', 'VPA2VPA', and 'VPA2ACCOUNT' that classify the type of payment flow between different participant types (VPA to merchant, VPA to VPA, VPA to account). This column is used in conjunction with other transaction attributes to derive specific business transaction types for success rate analysis and reporting.",no
hive.switch.txn_participants_snapshot_v3,channel_code,,"A code that identifies the specific payment channel or integration method used for UPI transactions, such as Paytm QR merchants, online third-party native integrations, or other payment gateways. This field is used to categorize transactions by their origination channel for success rate analysis and business intelligence reporting.",no
hive.switch.txn_participants_snapshot_v3,created_on,timestamp(3),"Timestamp indicating when each transaction participant record was created in the system, used for time-based filtering and comparative analysis of transaction failures across different time periods. This column enables day-over-day and hour-by-hour transaction monitoring and growth rate calculations.",yes
