tables_involved,column_names,alias_column_name,source_or_derived,derived_column_logic,column_datatype,extra,comment
hive.team_cst_mhd_product.cst_mhd_ctr,client_type,client_type,source,,varchar(3),,
hive.team_cst_mhd_product.cst_mhd_ctr,date_,date_,source,,date,,
hive.team_cst_mhd_product.cst_mhd_ctr,event_label2,CTA,derived,event_label2,varchar,,
hive.team_cst_mhd_product.cst_mhd_ctr,event_label2,event_label2,source,,varchar,,
hive.team_cst_mhd_product.cst_mhd_ctr,users_clicked,CTA Clicked #,derived,sum(users_clicked),bigint,,
hive.team_cst_mhd_product.cst_mhd_ctr,users_clicked,CTR %,derived,CASE WHEN SUM(users_shown) = 0 THEN NULL ELSE CAST((SUM(users_clicked) * 100) AS DOUBLE)/ CAST(SUM(users_shown) AS DOUBLE) END,bigint,,
hive.team_cst_mhd_product.cst_mhd_ctr,users_clicked,users_clicked,source,,bigint,,
hive.team_cst_mhd_product.cst_mhd_ctr,users_shown,CTA Displayed #,derived,sum(users_shown),bigint,,
hive.team_cst_mhd_product.cst_mhd_ctr,users_shown,users_shown,source,,bigint,,
hive.team_cst_mhd_product.langauge_transition_base,date_,date_,source,,date,,
hive.team_cst_mhd_product.langauge_transition_base,language_transition,language_transition,source,,varchar,,
hive.team_cst_mhd_product.langauge_transition_base,transition_count, Language Change,derived,sum(transition_count),bigint,,
hive.team_cst_mhd_product.langauge_transition_base,transition_count,# Language Change,derived,sum(transition_count),bigint,,
hive.team_cst_mhd_product.langauge_transition_base,transition_count,transition_count,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,active_sessions,Active Sessions,derived,sum(active_sessions),bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,active_sessions,active_sessions,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,agent_handover_attempts,AgentHandover,derived,sum(agent_handover_attempts),bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,agent_handover_attempts,agent_handover_attempts,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,agent_handover_success,Agent Handover SR%,derived,"CASE WHEN SUM(agent_handover_attempts) = 0 THEN 0 ELSE ROUND(SUM(agent_handover_success) * 100.0 / SUM(agent_handover_attempts), 2) END",bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,agent_handover_success,agent_handover_success,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,agent_tickets,Agent Tickets,derived,sum(agent_tickets),bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,agent_tickets,agent_tickets,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,checksoundboxhardware_attempts,CheckSoundboxHardware,derived,sum(checksoundboxhardware_attempts),bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,checksoundboxhardware_attempts,checksoundboxhardware_attempts,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,checksoundboxhardware_success,Check Soundbox HW SR%,derived,"CASE WHEN SUM(checksoundboxhardware_attempts) = 0 THEN 0 ELSE ROUND(SUM(checksoundboxhardware_success) * 100.0 / SUM(checksoundboxhardware_attempts), 2) END",bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,checksoundboxhardware_success,checksoundboxhardware_success,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,date_,Month,derived,"date_trunc('month', CAST(DATE_TRUNC('month', date_) AS TIMESTAMP))",date,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,date_,date_,source,,date,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,date_,date___,derived,"date_trunc('day', CAST(date_ AS TIMESTAMP))",date,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,fetch_merchant_sessions,FetchMerchantDetails,derived,sum(fetch_merchant_sessions),bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,fetch_merchant_sessions,fetch_merchant_sessions,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,get_settlement_and_payment_info_attempts,SettlementAndPaymentInfo,derived,sum(get_settlement_and_payment_info_attempts),bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,get_settlement_and_payment_info_attempts,get_settlement_and_payment_info_attempts,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,get_settlement_and_payment_info_success,Settlement & Payments SR%,derived,"CASE WHEN SUM(get_settlement_and_payment_info_attempts) = 0 THEN 0 ELSE ROUND(SUM(get_settlement_and_payment_info_success) * 100.0 / SUM(get_settlement_and_payment_info_attempts), 2) END",bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,get_settlement_and_payment_info_success,get_settlement_and_payment_info_success,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bAIBot_fd_tickets,p4bAIBot_fd_tickets,source,,,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bbusinessloan_fd_tickets,p4bbusinessloan_fd_tickets,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bbusinessloan_tickets,Business Loan,derived,CASE WHEN SUM(p4bbusinessloan_tickets) = 0 THEN NULL ELSE SUM(p4bbusinessloan_fd_tickets) * 100/SUM(p4bbusinessloan_tickets) END,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bbusinessloan_tickets,p4bbusinessloan_tickets,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bpayoutandsettlement_fd_tickets,p4bpayoutandsettlement_fd_tickets,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bpayoutandsettlement_tickets,Payout & Settlement,derived,CASE WHEN SUM(p4bpayoutandsettlement_tickets) = 0 THEN NULL ELSE SUM(p4bpayoutandsettlement_fd_tickets) * 100/SUM(p4bpayoutandsettlement_tickets) END,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bpayoutandsettlement_tickets,p4bpayoutandsettlement_tickets,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bprofile_fd_tickets,p4bprofile_fd_tickets,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bprofile_tickets,Profile,derived,CASE WHEN SUM(p4bprofile_tickets) = 0 THEN NULL ELSE SUM(p4bprofile_fd_tickets) * 100/SUM(p4bprofile_tickets) END,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bprofile_tickets,p4bprofile_tickets,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bsoundbox_fd_tickets,p4bsoundbox_fd_tickets,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bsoundbox_tickets,SB Agent Handover,derived,CASE WHEN SUM(p4bsoundbox_tickets) = 0 THEN NULL ELSE SUM(p4bAIBot_fd_tickets) * 100/SUM(p4bsoundbox_tickets) END,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bsoundbox_tickets,SB Service Tickets,derived,CASE WHEN SUM(p4bsoundbox_tickets) = 0 THEN NULL ELSE SUM(p4bsoundbox_fd_tickets) * 100/SUM(p4bsoundbox_tickets) END,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bsoundbox_tickets,p4bsoundbox_tickets,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bwealth_fd_tickets,p4bwealth_fd_tickets,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bwealth_tickets,Wealth,derived,CASE WHEN SUM(p4bwealth_tickets) = 0 THEN NULL ELSE SUM(p4bwealth_fd_tickets) * 100/SUM(p4bwealth_tickets) END,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bwealth_tickets,p4bwealth_tickets,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,raiseservicerequest_attempts,RaiseServiceRequest,derived,sum(raiseservicerequest_attempts),bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,raiseservicerequest_attempts,raiseservicerequest_attempts,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,raiseservicerequest_success,Raise Service Request SR%,derived,"CASE WHEN SUM(raiseservicerequest_attempts) = 0 THEN 0 ELSE ROUND(SUM(raiseservicerequest_success) * 100.0 / SUM(raiseservicerequest_attempts), 2) END",bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,raiseservicerequest_success,raiseservicerequest_success,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,service_tickets,Service Tickets,derived,sum(service_tickets),bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,service_tickets,service_tickets,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,testbroadcast_attempts,TestBroadcast,derived,sum(testbroadcast_attempts),bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,testbroadcast_attempts,testbroadcast_attempts,source,,bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,testbroadcast_success,Test Broadcast SR %,derived,"CASE WHEN SUM(checksoundboxhardware_attempts) = 0 THEN 0 ELSE ROUND(SUM(testbroadcast_success) * 100.0 / SUM(testbroadcast_attempts), 2) END",bigint,,
hive.team_cst_mhd_product.mhd_monthly_dashboard1,testbroadcast_success,testbroadcast_success,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,active_sessions,Feedback Received %,derived,"CASE WHEN SUM(active_sessions) = 0 THEN 0 ELSE ROUND(SUM(feedback_given) * 100.0 / SUM(active_sessions), 2) END",bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,active_sessions,active_sessions,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,agent_feedback_given,Bot MSAT %,derived,"CASE 
  WHEN SUM(agent_feedback_given) = 0.00 THEN 0.00
  ELSE SUM(agent_happy) * 100.00 / SUM(agent_feedback_given)
END",bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,agent_feedback_given,MSAT %,derived,"CASE WHEN SUM(agent_feedback_given) = 0 THEN 0 ELSE ROUND(SUM(agent_happy) * 100.0 / SUM(agent_feedback_given), 2) END",bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,agent_feedback_given,agent_feedback_given,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,agent_happy,agent_happy,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,agent_sad,agent_sad,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,bot_feedback_given,Bot MSAT %,derived,CASE WHEN SUM(bot_feedback_given) = 0.00 THEN 0.00 ELSE SUM(bot_happy) * 100.00 / SUM(bot_feedback_given) END,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,bot_feedback_given,Feedback Received %,derived,"CASE WHEN SUM(active_sessions) = 0 THEN 0 ELSE ROUND(SUM(bot_feedback_given) * 100.0 / SUM(active_sessions), 2) END",bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,bot_feedback_given,bot_feedback_given,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,bot_happy,MSAT %,derived,"CASE WHEN SUM(bot_feedback_given) = 0 THEN 0 ELSE ROUND(SUM(bot_happy) * 100.0 / SUM(feedback_given), 2) END",bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,bot_happy,bot_happy,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,bot_sad,bot_sad,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,cst_entity,cst_entity,source,,varchar,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,date_,date_,source,,date,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,fd_tickets,Feedback Received %,derived,"CASE WHEN SUM(fd_tickets) = 0 THEN 0 ELSE ROUND(SUM(agent_feedback_given) * 100.0 / SUM(fd_tickets), 2) END",bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,fd_tickets,fd_tickets,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,feedback_given,Final MSAT %,derived,CASE WHEN SUM(feedback_given) = 0.00 THEN 0.00 ELSE SUM(happy) * 100.00 / SUM(feedback_given) END,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,feedback_given,MSAT %,derived,"CASE WHEN SUM(feedback_given) = 0 THEN 0 ELSE ROUND(SUM(happy) * 100.0 / SUM(feedback_given), 2) END",bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,feedback_given,feedback_given,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,happy,happy,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,month_,month_,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,month_name,month_name,source,,varchar(9),,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,month_order,month_order,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,overall_merchant_id,overall_merchant_id,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,overall_messages,overall_messages,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,overall_sessions,overall_sessions,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,sad,sad,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,service_feedback_given,MSAT %,derived,"CASE WHEN SUM(service_feedback_given) = 0 THEN 0 ELSE ROUND(SUM(service_happy) * 100.0 / SUM(service_feedback_given), 2) END",bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,service_feedback_given,service_feedback_given,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,service_happy,service_happy,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,service_sad,service_sad,source,,bigint,,
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,year_,year_,source,,bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,active_sessions,active_sessions,source,,bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,all_avg_latency,AVG Latency,derived,AVG(all_avg_latency),double,,
hive.team_cst_mhd_product.overall_latency_analysis1,all_avg_latency,all_avg_latency,source,,double,,
hive.team_cst_mhd_product.overall_latency_analysis1,bounced_sessions,bounced_sessions,source,,bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,max_avg_latency,max_avg_latency,source,,bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,median_latency,Median Latency,derived,AVG(median_latency),bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,median_latency,median_latency,source,,bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,month_,month_,source,,bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,month_,month___,derived,CASE month_ WHEN 1 THEN 'January' WHEN 2 THEN 'February' WHEN 3 THEN 'March' WHEN 4 THEN 'April' WHEN 5 THEN 'May' WHEN 6 THEN 'June' WHEN 7 THEN 'July' WHEN 8 THEN 'August' WHEN 9 THEN 'September' WHEN 10 THEN 'October' WHEN 11 THEN 'November' WHEN 12 THEN 'December' ELSE 'Invalid' END,bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,overall_sessions,overall_sessions,source,,bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,overall_users,overall_users,source,,bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,p90_latency,P90,derived,AVG(p90_latency),bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,p90_latency,p90_latency,source,,bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,p95_latency,P95,derived,AVG(p95_latency),bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,p95_latency,p95_latency,source,,bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,p99_latency,P99,derived,AVG(p99_latency),bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,p99_latency,p99_latency,source,,bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,type1,type1,source,,varchar(3),,
hive.team_cst_mhd_product.overall_latency_analysis1,year_,Year+Month,derived,MAX(year_) * 100 + MAX(month_),bigint,,
hive.team_cst_mhd_product.overall_latency_analysis1,year_,year_,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count,SUM(agent_ticket_count),derived,sum(agent_ticket_count),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count,agent_ticket_count,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count_bot,"100*SUM(agent_ticket_count_bot)/NULLIF(SUM(bot_active_ticket_count),0)",derived,"100*SUM(agent_ticket_count_bot)/NULLIF(SUM(bot_active_ticket_count),0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count_bot,Agent Ticket Count - Bot (MHD & Service),derived,SUM(agent_ticket_count_bot)+SUM(bot_to_service_ticket_count),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count_bot,Agent Ticket Count - Bot (MHD & Service) ,derived,SUM(agent_ticket_count_bot)+SUM(bot_to_service_ticket_count),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count_bot,Agent Ticket Count - Bot MHD,derived,sum(agent_ticket_count_bot),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count_bot,Bot to MHD Passthrough(%),derived,"100*SUM(agent_ticket_count_bot)/NULLIF(SUM(bot_active_ticket_count),0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count_bot,MHD Agent,derived,sum(agent_ticket_count_bot),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count_bot,agent_ticket_count_bot,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count_othersources,agent_ticket_count_othersources,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count_phone,MHD Agent,derived,sum(agent_ticket_count_phone),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count_phone,SUM(agent_ticket_count_phone),derived,sum(agent_ticket_count_phone),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count_phone,agent_ticket_count_phone,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_merchant_count,agent_ticket_merchant_count,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_merchant_count_bot,MHD Agent,derived,sum(agent_ticket_merchant_count_bot),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_merchant_count_bot,agent_ticket_merchant_count_bot,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_merchant_count_othersources,agent_ticket_merchant_count_othersources,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_merchant_count_phone,MHD Agent,derived,sum(agent_ticket_merchant_count_phone),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_merchant_count_phone,agent_ticket_merchant_count_phone,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_tickets_dsat_received,agent_tickets_dsat_received,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_tickets_feedback_received,Feedback % - MHD Agent,derived,"100 * SUM(agent_tickets_feedback_received) / NULLIF(SUM(agent_tickets_for_response), 0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_tickets_feedback_received,Response Rate,derived,"100 * SUM(agent_tickets_feedback_received) / NULLIF(SUM(agent_tickets_for_response), 0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_tickets_feedback_received,agent_tickets_feedback_received,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_tickets_for_response,agent_tickets_for_response,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_tickets_msat_received, MSAT(%) MHD Agent,derived,"100 * SUM(agent_tickets_msat_received) / NULLIF(SUM(agent_tickets_feedback_received), 0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_tickets_msat_received,"100 * SUM(agent_tickets_msat_received) / NULLIF(SUM(agent_tickets_feedback_received), 0)",derived,"100 * SUM(agent_tickets_msat_received) / NULLIF(SUM(agent_tickets_feedback_received), 0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_tickets_msat_received,MSAT,derived,"100 * SUM(agent_tickets_msat_received) / NULLIF(SUM(agent_tickets_feedback_received), 0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_tickets_msat_received,agent_tickets_msat_received,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,base_type,base_type,source,,varchar,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_active_merchant_count,Bot- Active Sessions,derived,sum(bot_active_merchant_count),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_active_merchant_count,bot_active_merchant_count,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_active_ticket_count,Bot - Active Session,derived,sum(bot_active_ticket_count),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_active_ticket_count,Bot - Active Sessions,derived,"100*SUM(bot_active_ticket_count)/nullif(max(cr_base_count),0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_active_ticket_count,SUM(bot_active_ticket_count),derived,sum(bot_active_ticket_count),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_active_ticket_count,bot_active_ticket_count,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_bounce_drop_merchant_count,bot_bounce_drop_merchant_count,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_bounce_drop_ticket_count,bot_bounce_drop_ticket_count,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_merchant_count,Bot (Active+Dropoff),derived,sum(bot_merchant_count),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_merchant_count,bot_merchant_count,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_negative_response,bot_negative_response,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_positive_response,"100*((SUM(bot_positive_response)+SUM(total_tickets_msat_received)))/nullif((SUM(bot_total_responses)+SUM(total_tickets_feedback_received)),0)",derived,"100*((SUM(bot_positive_response)+SUM(total_tickets_msat_received)))/nullif((SUM(bot_total_responses)+SUM(total_tickets_feedback_received)),0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_positive_response,"100*SUM(bot_positive_response)/nullif(SUM(bot_total_responses),0)",derived,"100*SUM(bot_positive_response)/nullif(SUM(bot_total_responses),0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_positive_response,Bot MSAT(%),derived,"100*SUM(bot_positive_response)/nullif(SUM(bot_total_responses),0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_positive_response,MSAT,derived,"100*SUM(bot_positive_response)/nullif(SUM(bot_total_responses),0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_positive_response,bot_positive_response,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_ticket_count,"100*(SUM(bot_ticket_count)+sum(ivr_calls))/
nullif(max(cr_base_count),0)",derived,"100*(SUM(bot_ticket_count)+sum(ivr_calls))/nullif(max(cr_base_count),0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_ticket_count,"100*SUM(bot_ticket_count)/nullif(max(cr_base_count),0)",derived,"100*SUM(bot_ticket_count)/nullif(max(cr_base_count),0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_ticket_count,BOT (Active+Drop off),derived,sum(bot_ticket_count),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_ticket_count,Bot (Active+Dropoff),derived,"100*SUM(bot_ticket_count)/nullif(max(cr_base_count),0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_ticket_count,Bot Contact Ratio(%),derived,"ROUND(CAST(100 * SUM(bot_ticket_count) AS DECIMAL(18, 2)) / nullif(max(cr_base_count),0), 2)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_ticket_count,Bot Tickets Count,derived,sum(bot_ticket_count),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_ticket_count,SUM(bot_ticket_count),derived,sum(bot_ticket_count),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_ticket_count,bot_ticket_count,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_ticket_count,sum(bot_ticket_count)+SUM(ivr_calls),derived,sum(bot_ticket_count)+SUM(ivr_calls),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_to_service_ticket_count,"100*SUM(bot_to_service_ticket_count)/NULLIF(SUM(bot_active_ticket_count),0)",derived,"100*SUM(bot_to_service_ticket_count)/NULLIF(SUM(bot_active_ticket_count),0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_to_service_ticket_count,Agent Ticket Count- Bot Service,derived,sum(bot_to_service_ticket_count),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_to_service_ticket_count,Bot to Service Passthrough (%),derived,"100*SUM(bot_to_service_ticket_count)/NULLIF(SUM(bot_active_ticket_count),0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_to_service_ticket_count,Serivce,derived,"100*SUM(bot_to_service_ticket_count)/nullif(sum(bot_active_ticket_count),0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_to_service_ticket_count,Service,derived,sum(bot_to_service_ticket_count),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_to_service_ticket_count,bot_to_service_ticket_count,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_to_service_ticket_merchant_count,Service,derived,sum(bot_to_service_ticket_merchant_count),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_to_service_ticket_merchant_count,bot_to_service_ticket_merchant_count,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_total_responses,Feedback % - Bot,derived,"100*SUM(bot_total_responses)/nullif(sum(bot_active_ticket_count),0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_total_responses,Response Rate,derived,"100*SUM(bot_total_responses)/nullif(sum(bot_active_ticket_count),0)",bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_total_responses,bot_total_responses,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_vertical,bot_vertical,source,,varchar,,
hive.team_servicesone.combined_data_project_servicesone_mhd,cr_base_count,cr_base_count,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,created_date,created_date,source,,date,,
hive.team_servicesone.combined_data_project_servicesone_mhd,created_month,Month of the year,derived,min(created_month),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,created_month,created_month,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,created_week,Week of the year,derived,min(created_week),bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,created_week,created_week,source,,bigint,,
hive.team_servicesone.combined_data_project_servicesone_mhd,frt_denominatior_tickets,frt_denominatior_tickets,source,,bigint,,
