tables_involved,column_names,alias_column_name,source_or_derived,derived_column_logic,column_datatype,extra,comment
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,Amount,Amount,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,MTD_flag,MTD_flag,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,account_key,account_key,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,account_type,account_type,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,accounts,accounts,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,amount,amount,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,category,category,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,comments,comments,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,created_on,created_on,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,customer_id,custid,derived,cast(customer_id as varchar),bigint,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,customer_id,customer_id,source,,bigint,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,customer_id_payer,customer_id_payer,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,day_id,day_id,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,detail_2,detail_2,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,dl_last_updated,dl_last_updated,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,dt,dt,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,final_category,final_category,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,flow_category,flow_category,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,ft_date,ft_date,source,,date,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,handles,handles,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,id,id,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,is_p2m,is_p2m,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,is_p2p,is_p2p,source,,,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,lifecycle,Lifecycle,derived,"if(lifecycle is null,'d.Dormant',lifecycle)",varchar,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,lifecycle,Lifecycle CM,derived,"if(lifecycle is null,'d.Dormant',lifecycle)",varchar,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,lifecycle,Lifecycle(LM),derived,"if(lifecycle is null, 'd. Fresh users (CM)', lifecycle)",varchar,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,lifecycle,Lifecycle__,derived,"if(lifecycle is null, 'd. Fresh users (CM)', lifecycle)",varchar,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,lifecycle,lifecycle,source,,varchar,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,lifecycle,lifecycle_processed,derived,"if(lifecycle in ('c:react 1-3','c:react 3+'),'c:react',lifecycle)",varchar,,
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,payer_cust_id,payer_cust_id,source,,,,
