chart_id,chart_name,sql_query,dashboard_id,dashboard_title,chart_type,dataset_id,dataset_name,database_name,time_range
2458,#back acc wise MAU distribution,"SELECT accounts AS accounts, sum(users) AS ""#Users"", sum(users) filter(where use_case_mtd >0 ) AS ""MAU"", format('%.2f%%',
(sum(users) filter(where use_case_mtd >0 )*1.0000)/
(sum(sum(users) filter(where use_case_mtd >0 )) over()*1.0000)*100) AS ""%"" 
FROM (with  all_accounts AS (
    SELECT user_id, created_on,--a.account_type,
    detail_2,
    account_type
    FROM hive.tpap_pms.account_snapshot_v3
    WHERE dl_last_updated IS NOT NULL 
    and status = 'ACTIVE'
      AND DATE(created_on) <= current_date+interval '-1' day 
),
users AS (
    SELECT customer_id,id,psp_id
    FROM hive.tpap_pms.user_snapshot_v3
    WHERE dl_last_updated IS NOT NULL
      AND psp_id IN (6, 7, 8, 9)
      AND (
        status = 'ACTIVE'
        OR (status = 'DORMANT' AND comments IS NOT NULL)
      )
      AND type = 'PERSON'
),
out as(
select customer_id,count(distinct account_key) accounts
from(
        select customer_id,dt,account_key
        -- ,row_number() over (partition by account_key order by dt asc) rn
            from( SELECT customer_id,
                        -- if(a.status = 'ACTIVE' AND mpin_set = 1,1 ,0) active_flag,
                        date(a.created_on) dt,--a.account_type,
                        CONCAT(u.customer_id, '-', a.detail_2, '-', a.account_type) AS account_key
                    FROM all_accounts a 
                    JOIN users u ON u.id = a.user_id 

    )   
)x 
-- where rn=1   
group by 1
),

use_cases_mtd as (
select payer_cust_id customer_id, count(Distinct final_category) use_case from  user_paytm_payments.upi_flow_wise_base_cm
where final_category not in('Others','others')
and day_id 
between date_trunc('month',(current_Date - interval '01' day))
and (current_Date - interval '01' day)
group by 1
),

use_cases_lmtd as (
select payer_cust_id customer_id, count(Distinct final_category) use_case from  user_paytm_payments.upi_flow_wise_base
where final_category not in('Others','others')
and day_id 
between date_trunc('month',(current_Date - interval '01' day - interval '01' month))
and (current_Date - interval '01' day - interval '01' month)
group by 1
)


SELECT a.handles,b.accounts,c.use_case use_case_mtd,d.use_case use_case_lmtd, count(a.customer_id) users
from 
(select customer_id,count(distinct psp_id) handles from users GROUP by 1) a

left join 
(
select customer_id, case when accounts<2 then 'a.=1_acc'
                        when accounts=2 then 'b.=2_acc' 
                        when accounts>2 then 'c.>2_acc' 
                        else null end accounts
from out

)b on a.customer_id = b.customer_id
left join use_cases_mtd c on a.customer_id = c.customer_id
left join use_cases_lmtd d on a.customer_id = d.customer_id
group by 1,2,3,4
) AS virtual_table 
WHERE accounts IS NOT NULL GROUP BY accounts ORDER BY ""#Users"" DESC
LIMIT 10000;

",476,UPI Profile wise MAU Distribution,table,863,RR - Use_case_n_profile_metric,Trino,
2459,#Handle wise MAU distribution,"SELECT handles AS handles, sum(users) AS ""#Users"", sum(users) filter(where use_case_mtd >0 ) AS ""MAU"", format('%.2f%%',
(sum(users) filter(where use_case_mtd >0 )*1.0000)/
(sum(sum(users) filter(where use_case_mtd >0 )) over()*1.0000)*100) AS ""%"" 
FROM (with  all_accounts AS (
    SELECT user_id, created_on,--a.account_type,
    detail_2,
    account_type
    FROM hive.tpap_pms.account_snapshot_v3
    WHERE dl_last_updated IS NOT NULL 
    and status = 'ACTIVE'
      AND DATE(created_on) <= current_date+interval '-1' day 
),
users AS (
    SELECT customer_id,id,psp_id
    FROM hive.tpap_pms.user_snapshot_v3
    WHERE dl_last_updated IS NOT NULL
      AND psp_id IN (6, 7, 8, 9)
      AND (
        status = 'ACTIVE'
        OR (status = 'DORMANT' AND comments IS NOT NULL)
      )
      AND type = 'PERSON'
),
out as(
select customer_id,count(distinct account_key) accounts
from(
        select customer_id,dt,account_key
        -- ,row_number() over (partition by account_key order by dt asc) rn
            from( SELECT customer_id,
                        -- if(a.status = 'ACTIVE' AND mpin_set = 1,1 ,0) active_flag,
                        date(a.created_on) dt,--a.account_type,
                        CONCAT(u.customer_id, '-', a.detail_2, '-', a.account_type) AS account_key
                    FROM all_accounts a 
                    JOIN users u ON u.id = a.user_id 

    )   
)x 
-- where rn=1   
group by 1
),

use_cases_mtd as (
select payer_cust_id customer_id, count(Distinct final_category) use_case from  user_paytm_payments.upi_flow_wise_base_cm
where final_category not in('Others','others')
and day_id 
between date_trunc('month',(current_Date - interval '01' day))
and (current_Date - interval '01' day)
group by 1
),

use_cases_lmtd as (
select payer_cust_id customer_id, count(Distinct final_category) use_case from  user_paytm_payments.upi_flow_wise_base
where final_category not in('Others','others')
and day_id 
between date_trunc('month',(current_Date - interval '01' day - interval '01' month))
and (current_Date - interval '01' day - interval '01' month)
group by 1
)


SELECT a.handles,b.accounts,c.use_case use_case_mtd,d.use_case use_case_lmtd, count(a.customer_id) users
from 
(select customer_id,count(distinct psp_id) handles from users GROUP by 1) a

left join 
(
select customer_id, case when accounts<2 then 'a.=1_acc'
                        when accounts=2 then 'b.=2_acc' 
                        when accounts>2 then 'c.>2_acc' 
                        else null end accounts
from out

)b on a.customer_id = b.customer_id
left join use_cases_mtd c on a.customer_id = c.customer_id
left join use_cases_lmtd d on a.customer_id = d.customer_id
group by 1,2,3,4
) AS virtual_table GROUP BY handles ORDER BY ""#Users"" DESC
LIMIT 10000;

",476,UPI Profile wise MAU Distribution,table,863,RR - Use_case_n_profile_metric,Trino,
2464,MAU by Usecase Distribution,"SELECT use_case AS use_case, SUM(users)filter(where MTD_flag = 'LMTD') AS ""LMTD - MAU"", SUM(users)filter(where MTD_flag = 'MTD') AS ""MTD - MAU"", SUM(users)filter(where MTD_flag = 'LMTD') AS ""LMTD % cont."", SUM(users)filter(where MTD_flag = 'MTD') AS ""MTD % Cont."" 
FROM (with use_cases_ as (
select
case 
when date_trunc('month', day_id) = date_trunc('month', current_Date - interval '01' day) then 'MTD'
when date_trunc('month', day_id) = date_trunc('month', current_Date - interval '01' day - interval '01' month) then 'LMTD' 
end as MTD_flag,
payer_cust_id customer_id,
count(Distinct final_category) use_case 
from
(

select day_id,payer_cust_id,final_category from user_paytm_payments.upi_flow_wise_base_partitioned
where final_category not in('Others','others')
and day_id 
between date_trunc('month',(current_Date - interval '01' day - interval '01' month))
and (current_Date - interval '01' day)
and day(day_id)<= day(current_Date - interval '01' day)

-- select day_id,payer_cust_id,final_category from user_paytm_payments.upi_flow_wise_base
-- where final_category not in('Others','others')
-- and day_id 
-- between date_trunc('month',(current_Date - interval '01' day - interval '01' month))
-- and (current_Date - interval '01' day)
-- and day(day_id)<= day(current_Date - interval '01' day)
union all
select day_id,payer_cust_id,final_category from  user_paytm_payments.upi_flow_wise_base_cm
where final_category not in('Others','others')
and day_id 
between date_trunc('month',(current_Date - interval '01' day - interval '01' month))
and (current_Date - interval '01' day)
and day(day_id)<= day(current_Date - interval '01' day)
)
group by 1,2
)

SELECT MTD_flag,use_case , count(customer_id) users
from  use_cases_ c
group by 1,2
) AS virtual_table GROUP BY use_case ORDER BY ""LMTD % cont."" DESC
LIMIT 1000;

",476,UPI Profile wise MAU Distribution,table,864,RR - MAU by usecase,Trino,
2583,DAU MAU Txns by NRR,"SELECT lifecycle AS lifecycle, date_trunc('day', CAST(day_id AS TIMESTAMP)) AS day_id, sum(""Dau"") AS ""DAU__"", sum(""Mau"") AS ""MAU"", sum(txns) AS ""TXNs"", sum(txns)*1.00/sum(DAU) AS ""TPU"" 
FROM (-- Users (DAU,MAU), Txns split by states and top 20 cities
-- Users (DAU,MAU), Txns split by NRR
-- Retention & TPU split by NRR
with top20 as(select
        customer_id,
        max(case when upper(popular_city) in (
        'NEW DELHI','BANGALORE','HYDERABAD','JAIPUR','MUMBAI','CHENNAI','NOIDA','GURGAON','GHAZIABAD','AHMEDABAD',
        'PUNE','FARIDABAD','INDORE','SURAT','THANE','CHANDIGARH','LUCKNOW','AGRA','THANE','PATNA','LUDHIANA'
        ) then popular_city else 'Other' end) as popular_city,
        max(popular_state)state
        from hive.midgar.engage_data_snapshot_v3 
        where customer_id is not NULL 
        group by 1
),
upi as( --select * from hive.user_paytm_payments.temp_upi_test2
-- CREATE TABLE hive.user_paytm_payments.temp_upi_test2 as  
--     select day_id, payer_cust_id, count(distinct txn_id)txns
--         from hive.user_paytm_payments.upi_abhay
--     where day_id>=date_trunc('month',current_date+interval'-1' day)-interval '1' month
-- and  day_id<current_date
-- group by 1,2

select transaction_date_key day_id,customer_id_payer payer_cust_id, count(distinct txn_id)txns
 from  hive.cdo.fact_upi_transactions_snapshot_v3 a 
where a.dl_last_updated>= date_trunc('month',current_date+interval'-1' day)-interval '1' month
  and transaction_date_key>=date_trunc('month',current_date+interval'-1' day)-interval '1' month
and  transaction_date_key<current_date
and transaction_type in ('PAY','COLLECT')
 and a.status in('SUCCESS','DEEMED')
 and  payer_handle in ('paytm','ptyes','ptaxis','pthdfc','ptsbi')
and a.category in('VPA2MERCHANT','VPA2VPA','VPA2ACCOUNT')
group by 1,2

),
nrr as (select date_trunc('month',dt) mt,cust_id custid,            
                user_type lifecycle
                from hive.user_paytm_payments.paytm_upi_mau_final_nrr_1
                where dt>=date_trunc('month',current_date+interval'-1' day)-interval '1' month
            and  dt<current_date
                group by 1,2,3
),
out as(  select  a.day_id,lifecycle,coalesce(popular_city,'Other')t20city,coalesce(state,'Other')state, a.payer_cust_id,
              row_number() over(partition by payer_cust_id,day_id order by day_id) rn_dau,
              row_number() over(partition by payer_cust_id,year(day_id),month(day_id) order by day_id) rn_mau,
              row_number() over(partition by lifecycle,payer_cust_id,day_id order by day_id) rn_dau_nrr,
              row_number() over(partition by lifecycle,payer_cust_id,year(day_id),month(day_id) order by day_id) rn_mau_nrr,
              row_number() over(partition by coalesce(popular_city,'Other'),payer_cust_id,day_id order by day_id) rn_dau_t20,
              row_number() over(partition by coalesce(popular_city,'Other'),payer_cust_id,year(day_id),month(day_id) order by day_id) rn_mau_t20,
              sum(txns) txns
            from upi a
            left join top20 b on a.payer_cust_id=b.customer_id
            left join nrr c  on a.payer_cust_id=c.custid and c.mt=date_trunc('month',day_id)
            group by 1,2,3,4,5   
)           

select day_id,lifecycle, state,t20city,
                count(Distinct if(rn_dau=1,payer_cust_id,null)) Dau,
                count(Distinct if(rn_mau=1,payer_cust_id,null)) Mau,
                -- count(Distinct if(rn_dau_nrr=1,payer_cust_id,null)) dau_nrr,
                -- count(Distinct if(rn_mau_nrr=1,payer_cust_id,null)) mau_nrr,
                -- count(Distinct if(rn_dau_t20=1,payer_cust_id,null)) dau_t20,
                -- count(Distinct if(rn_mau_t20=1,payer_cust_id,null)) mau_t20,
                sum(txns) txns
from out 
group by 1,2,3,4
order by 1
) AS virtual_table 
WHERE lifecycle IS NOT NULL GROUP BY lifecycle, date_trunc('day', CAST(day_id AS TIMESTAMP)) ORDER BY sum(""Dau"") DESC
LIMIT 10000;

",476,UPI Profile wise MAU Distribution,pivot_table_v2,911,DAU MAU Txns by NRR & T20n City,Trino,
2587,DAU MAU Txns by T20 Cities,"SELECT t20city AS t20city, date_trunc('day', CAST(day_id AS TIMESTAMP)) AS day_id, sum(""Dau"") AS ""DAU__"", sum(""Mau"") AS ""MAU"", sum(txns) AS ""TXNs"", sum(txns)*1.00/sum(DAU) AS ""TPU"" 
FROM (-- Users (DAU,MAU), Txns split by states and top 20 cities
-- Users (DAU,MAU), Txns split by NRR
-- Retention & TPU split by NRR
with top20 as(select
        customer_id,
        max(case when upper(popular_city) in (
        'NEW DELHI','BANGALORE','HYDERABAD','JAIPUR','MUMBAI','CHENNAI','NOIDA','GURGAON','GHAZIABAD','AHMEDABAD',
        'PUNE','FARIDABAD','INDORE','SURAT','THANE','CHANDIGARH','LUCKNOW','AGRA','THANE','PATNA','LUDHIANA'
        ) then popular_city else 'Other' end) as popular_city,
        max(popular_state)state
        from hive.midgar.engage_data_snapshot_v3 
        where customer_id is not NULL 
        group by 1
),
upi as( --select * from hive.user_paytm_payments.temp_upi_test2
-- CREATE TABLE hive.user_paytm_payments.temp_upi_test2 as  
--     select day_id, payer_cust_id, count(distinct txn_id)txns
--         from hive.user_paytm_payments.upi_abhay
--     where day_id>=date_trunc('month',current_date+interval'-1' day)-interval '1' month
-- and  day_id<current_date
-- group by 1,2

select transaction_date_key day_id,customer_id_payer payer_cust_id, count(distinct txn_id)txns
 from  hive.cdo.fact_upi_transactions_snapshot_v3 a 
where a.dl_last_updated>= date_trunc('month',current_date+interval'-1' day)-interval '1' month
  and transaction_date_key>=date_trunc('month',current_date+interval'-1' day)-interval '1' month
and  transaction_date_key<current_date
and transaction_type in ('PAY','COLLECT')
 and a.status in('SUCCESS','DEEMED')
 and  payer_handle in ('paytm','ptyes','ptaxis','pthdfc','ptsbi')
and a.category in('VPA2MERCHANT','VPA2VPA','VPA2ACCOUNT')
group by 1,2

),
nrr as (select date_trunc('month',dt) mt,cust_id custid,            
                user_type lifecycle
                from hive.user_paytm_payments.paytm_upi_mau_final_nrr_1
                where dt>=date_trunc('month',current_date+interval'-1' day)-interval '1' month
            and  dt<current_date
                group by 1,2,3
),
out as(  select  a.day_id,lifecycle,coalesce(popular_city,'Other')t20city,coalesce(state,'Other')state, a.payer_cust_id,
              row_number() over(partition by payer_cust_id,day_id order by day_id) rn_dau,
              row_number() over(partition by payer_cust_id,year(day_id),month(day_id) order by day_id) rn_mau,
              row_number() over(partition by lifecycle,payer_cust_id,day_id order by day_id) rn_dau_nrr,
              row_number() over(partition by lifecycle,payer_cust_id,year(day_id),month(day_id) order by day_id) rn_mau_nrr,
              row_number() over(partition by coalesce(popular_city,'Other'),payer_cust_id,day_id order by day_id) rn_dau_t20,
              row_number() over(partition by coalesce(popular_city,'Other'),payer_cust_id,year(day_id),month(day_id) order by day_id) rn_mau_t20,
              sum(txns) txns
            from upi a
            left join top20 b on a.payer_cust_id=b.customer_id
            left join nrr c  on a.payer_cust_id=c.custid and c.mt=date_trunc('month',day_id)
            group by 1,2,3,4,5   
)           

select day_id,lifecycle, state,t20city,
                count(Distinct if(rn_dau=1,payer_cust_id,null)) Dau,
                count(Distinct if(rn_mau=1,payer_cust_id,null)) Mau,
                -- count(Distinct if(rn_dau_nrr=1,payer_cust_id,null)) dau_nrr,
                -- count(Distinct if(rn_mau_nrr=1,payer_cust_id,null)) mau_nrr,
                -- count(Distinct if(rn_dau_t20=1,payer_cust_id,null)) dau_t20,
                -- count(Distinct if(rn_mau_t20=1,payer_cust_id,null)) mau_t20,
                sum(txns) txns
from out 
group by 1,2,3,4
order by 1
) AS virtual_table 
WHERE lifecycle IS NOT NULL GROUP BY t20city, date_trunc('day', CAST(day_id AS TIMESTAMP)) ORDER BY sum(""Dau"") DESC
LIMIT 10000;

",476,UPI Profile wise MAU Distribution,pivot_table_v2,911,DAU MAU Txns by NRR & T20n City,Trino,
2588,DAU MAU Txns by States,"SELECT state AS state, date_trunc('day', CAST(day_id AS TIMESTAMP)) AS day_id, sum(""Dau"") AS ""DAU__"", sum(""Mau"") AS ""MAU"", sum(txns) AS ""TXNs"", sum(txns)*1.00/sum(DAU) AS ""TPU"" 
FROM (-- Users (DAU,MAU), Txns split by states and top 20 cities
-- Users (DAU,MAU), Txns split by NRR
-- Retention & TPU split by NRR
with top20 as(select
        customer_id,
        max(case when upper(popular_city) in (
        'NEW DELHI','BANGALORE','HYDERABAD','JAIPUR','MUMBAI','CHENNAI','NOIDA','GURGAON','GHAZIABAD','AHMEDABAD',
        'PUNE','FARIDABAD','INDORE','SURAT','THANE','CHANDIGARH','LUCKNOW','AGRA','THANE','PATNA','LUDHIANA'
        ) then popular_city else 'Other' end) as popular_city,
        max(popular_state)state
        from hive.midgar.engage_data_snapshot_v3 
        where customer_id is not NULL 
        group by 1
),
upi as( --select * from hive.user_paytm_payments.temp_upi_test2
-- CREATE TABLE hive.user_paytm_payments.temp_upi_test2 as  
--     select day_id, payer_cust_id, count(distinct txn_id)txns
--         from hive.user_paytm_payments.upi_abhay
--     where day_id>=date_trunc('month',current_date+interval'-1' day)-interval '1' month
-- and  day_id<current_date
-- group by 1,2

select transaction_date_key day_id,customer_id_payer payer_cust_id, count(distinct txn_id)txns
 from  hive.cdo.fact_upi_transactions_snapshot_v3 a 
where a.dl_last_updated>= date_trunc('month',current_date+interval'-1' day)-interval '1' month
  and transaction_date_key>=date_trunc('month',current_date+interval'-1' day)-interval '1' month
and  transaction_date_key<current_date
and transaction_type in ('PAY','COLLECT')
 and a.status in('SUCCESS','DEEMED')
 and  payer_handle in ('paytm','ptyes','ptaxis','pthdfc','ptsbi')
and a.category in('VPA2MERCHANT','VPA2VPA','VPA2ACCOUNT')
group by 1,2

),
nrr as (select date_trunc('month',dt) mt,cust_id custid,            
                user_type lifecycle
                from hive.user_paytm_payments.paytm_upi_mau_final_nrr_1
                where dt>=date_trunc('month',current_date+interval'-1' day)-interval '1' month
            and  dt<current_date
                group by 1,2,3
),
out as(  select  a.day_id,lifecycle,coalesce(popular_city,'Other')t20city,coalesce(state,'Other')state, a.payer_cust_id,
              row_number() over(partition by payer_cust_id,day_id order by day_id) rn_dau,
              row_number() over(partition by payer_cust_id,year(day_id),month(day_id) order by day_id) rn_mau,
              row_number() over(partition by lifecycle,payer_cust_id,day_id order by day_id) rn_dau_nrr,
              row_number() over(partition by lifecycle,payer_cust_id,year(day_id),month(day_id) order by day_id) rn_mau_nrr,
              row_number() over(partition by coalesce(popular_city,'Other'),payer_cust_id,day_id order by day_id) rn_dau_t20,
              row_number() over(partition by coalesce(popular_city,'Other'),payer_cust_id,year(day_id),month(day_id) order by day_id) rn_mau_t20,
              sum(txns) txns
            from upi a
            left join top20 b on a.payer_cust_id=b.customer_id
            left join nrr c  on a.payer_cust_id=c.custid and c.mt=date_trunc('month',day_id)
            group by 1,2,3,4,5   
)           

select day_id,lifecycle, state,t20city,
                count(Distinct if(rn_dau=1,payer_cust_id,null)) Dau,
                count(Distinct if(rn_mau=1,payer_cust_id,null)) Mau,
                -- count(Distinct if(rn_dau_nrr=1,payer_cust_id,null)) dau_nrr,
                -- count(Distinct if(rn_mau_nrr=1,payer_cust_id,null)) mau_nrr,
                -- count(Distinct if(rn_dau_t20=1,payer_cust_id,null)) dau_t20,
                -- count(Distinct if(rn_mau_t20=1,payer_cust_id,null)) mau_t20,
                sum(txns) txns
from out 
group by 1,2,3,4
order by 1
) AS virtual_table 
WHERE lifecycle IS NOT NULL GROUP BY state, date_trunc('day', CAST(day_id AS TIMESTAMP)) ORDER BY sum(""Dau"") ASC
LIMIT 10000;

",476,UPI Profile wise MAU Distribution,pivot_table_v2,911,DAU MAU Txns by NRR & T20n City,Trino,
2611,UPI Overall Retention: Monthly,"SELECT diff AS diff, date_format(cast(base_month as date), '%Y- %m') AS base_month, sum(""Retention"") AS ""Retention__"" 
FROM (with cc as (select  mt, scope_cust_id,user_type lifecycle  from (
            select date_trunc('month',a.dt) mt ,a.cust_id scope_cust_id ,
                if(a.user_type in ('c:react 3+','c:react 1-3'),'c:react',a.user_type) user_type 
                from   hive.user_paytm_payments.paytm_upi_mau_final_nrr_1  a 
                where a.dt>=date_trunc('month',current_date+interval'-1' day)-interval '4' month   
            )  where mt<current_date
),
reten as (
select -- a.lifecycle, 
date_diff('month',a.mt,b.mt) as diff,
        a.mt base_month, b.mt retention_month,
        count(distinct b.scope_cust_id) users 
        from cc a
        left  join  cc b on b.scope_cust_id=a.scope_cust_id
        where  b.mt>=a.mt
        group by 1,2,3)
        
        SELECT base_month, diff,users*1.0000/MAX(users) over (partition by base_month order by base_month) Retention
from reten
) AS virtual_table GROUP BY diff, date_format(cast(base_month as date), '%Y- %m') ORDER BY sum(""Retention"") DESC
LIMIT 1000;

",476,UPI Profile wise MAU Distribution,pivot_table_v2,941,UPI Overall Retention,Trino,
2626,UPI Retention-New,"SELECT diff AS diff, date_format(base_month,'%Y-%m') AS ""Base_month"", sum(""NRR_retention"") AS ""Retention"" 
FROM (with upi as (select  mt, scope_cust_id,user_type lifecycle  from (
            select date_trunc('month',a.dt) mt ,a.cust_id scope_cust_id ,
                if(a.user_type in ('c:react 3+','c:react 1-3'),'c:react',a.user_type)  user_type 
                from   hive.user_paytm_payments.paytm_upi_mau_final_nrr_1  a 
                where a.dt>=date_trunc('month',current_date+interval'-1' day)-interval '4' month   
            )  where mt<current_date
),
reten AS (
    SELECT 
        a.lifecycle, 
        date_diff('month', a.mt, b.mt) AS diff,
        a.mt AS base_month, 
        b.mt AS retention_month,
        COUNT(DISTINCT b.scope_cust_id) AS users 
    FROM upi a
    LEFT JOIN upi b 
        ON b.scope_cust_id = a.scope_cust_id
       AND b.mt >= a.mt
    GROUP BY a.lifecycle, a.mt, b.mt
)
SELECT 
    base_month,
    lifecycle,
    diff,
    users,
    users * 1.0000 / MAX(users) OVER (PARTITION BY lifecycle, base_month) AS NRR_retention,
    LAG(users, 1) OVER (PARTITION BY lifecycle ORDER BY base_month) AS prev_month_users,
    (users - LAG(users, 1) OVER (PARTITION BY lifecycle ORDER BY base_month)) AS mom_growth
FROM reten 
ORDER BY 2,1
) AS virtual_table 
WHERE lifecycle = 'a:new' AND ((base_month is not null)) GROUP BY diff, date_format(base_month,'%Y-%m') ORDER BY ""Retention"" DESC
LIMIT 10000;

",476,UPI Profile wise MAU Distribution,pivot_table_v2,954,UPI Retention NRR wise,Trino,
2627,UPI Retention-Repeat,"SELECT diff AS diff, date_format(base_month,'%Y-%m') AS ""Base_month"", sum(""NRR_retention"") AS ""Retention"" 
FROM (with upi as (select  mt, scope_cust_id,user_type lifecycle  from (
            select date_trunc('month',a.dt) mt ,a.cust_id scope_cust_id ,
                if(a.user_type in ('c:react 3+','c:react 1-3'),'c:react',a.user_type)  user_type 
                from   hive.user_paytm_payments.paytm_upi_mau_final_nrr_1  a 
                where a.dt>=date_trunc('month',current_date+interval'-1' day)-interval '4' month   
            )  where mt<current_date
),
reten AS (
    SELECT 
        a.lifecycle, 
        date_diff('month', a.mt, b.mt) AS diff,
        a.mt AS base_month, 
        b.mt AS retention_month,
        COUNT(DISTINCT b.scope_cust_id) AS users 
    FROM upi a
    LEFT JOIN upi b 
        ON b.scope_cust_id = a.scope_cust_id
       AND b.mt >= a.mt
    GROUP BY a.lifecycle, a.mt, b.mt
)
SELECT 
    base_month,
    lifecycle,
    diff,
    users,
    users * 1.0000 / MAX(users) OVER (PARTITION BY lifecycle, base_month) AS NRR_retention,
    LAG(users, 1) OVER (PARTITION BY lifecycle ORDER BY base_month) AS prev_month_users,
    (users - LAG(users, 1) OVER (PARTITION BY lifecycle ORDER BY base_month)) AS mom_growth
FROM reten 
ORDER BY 2,1
) AS virtual_table 
WHERE ((Base_month is not null) AND (lifecycle = 'b:repeat') AND (diff is not null)) GROUP BY diff, date_format(base_month,'%Y-%m') ORDER BY ""Retention"" DESC
LIMIT 1000;

",476,UPI Profile wise MAU Distribution,pivot_table_v2,954,UPI Retention NRR wise,Trino,
2630,UPI Retention-Reactivated,"SELECT diff AS diff, date_format(base_month,'%Y-%m') AS ""Base_month"", sum(""NRR_retention"") AS ""Retention"" 
FROM (with upi as (select  mt, scope_cust_id,user_type lifecycle  from (
            select date_trunc('month',a.dt) mt ,a.cust_id scope_cust_id ,
                if(a.user_type in ('c:react 3+','c:react 1-3'),'c:react',a.user_type)  user_type 
                from   hive.user_paytm_payments.paytm_upi_mau_final_nrr_1  a 
                where a.dt>=date_trunc('month',current_date+interval'-1' day)-interval '4' month   
            )  where mt<current_date
),
reten AS (
    SELECT 
        a.lifecycle, 
        date_diff('month', a.mt, b.mt) AS diff,
        a.mt AS base_month, 
        b.mt AS retention_month,
        COUNT(DISTINCT b.scope_cust_id) AS users 
    FROM upi a
    LEFT JOIN upi b 
        ON b.scope_cust_id = a.scope_cust_id
       AND b.mt >= a.mt
    GROUP BY a.lifecycle, a.mt, b.mt
)
SELECT 
    base_month,
    lifecycle,
    diff,
    users,
    users * 1.0000 / MAX(users) OVER (PARTITION BY lifecycle, base_month) AS NRR_retention,
    LAG(users, 1) OVER (PARTITION BY lifecycle ORDER BY base_month) AS prev_month_users,
    (users - LAG(users, 1) OVER (PARTITION BY lifecycle ORDER BY base_month)) AS mom_growth
FROM reten 
ORDER BY 2,1
) AS virtual_table 
WHERE lifecycle = 'c:react' AND ((Base_month is not null) AND (diff is not null)) GROUP BY diff, date_format(base_month,'%Y-%m') ORDER BY ""Retention"" DESC
LIMIT 1000;

",476,UPI Profile wise MAU Distribution,pivot_table_v2,954,UPI Retention NRR wise,Trino,
